"gamma","sigma","p","ratio","B","G","alpha","beta","Bias_n","Var_n","Bias_p","Var_p"
5,1,0.5,5,1000,94,1,1,0.00297479869521208,0.206468756323375,-0.0247499501416645,0.0532966017635239
5,1,0.5,5,1000,96,1,1,0.0154243101042147,0.136941956458042,-0.104960424566847,0.0906790781057432
5,1,0.5,5,1000,98,1,1,-0.0746766299170081,0.220989236561002,-0.110642612960594,0.0116935323026784
5,1,0.5,5,1000,100,1,1,0.052655368960401,0.214899798438637,0.13214001759285,0.163423058822286
5,1,0.5,5,1000,102,1,1,-0.00458164859389162,0.318759247425905,0.0354742361240849,0.225379313224653
5,1,0.5,5,1000,104,1,1,0.22332338942787,0.111409925718859,0.00113709587841911,0.0211572617888269
5,1,0.5,5,1000,106,1,1,0.0839093286947134,0.244860553312549,0.185549439858608,0.0651775768808751
5,1,0.5,5,1000,108,1,1,0.0301134591140256,0.237249022781888,0.140126275928126,0.158720512865672
5,1,0.5,5,1000,110,1,1,-0.100806999241933,0.199825168420769,-0.0773373248471856,0.0467451381331327
5,1,0.5,5,1000,112,1,1,0.084424291979866,0.340108538776711,0.0430595319191628,0.120660902981562
5,1,0.5,5,1000,114,1,1,0.000322667934051522,0.178953793659477,-0.0148282288317258,0.06237179546989
5,1,0.5,5,1000,116,1,1,-0.041393218829795,0.302174950341988,0.0202102714324021,0.204746481798026
5,1,0.5,5,1000,118,1,1,0.0757504970984671,0.284811083390354,0.0511868896552944,0.0492630300465915
5,1,0.5,5,1000,120,1,1,-0.063676742414276,0.134294253648958,0.00373557531327862,0.0117910106017833
5,1,0.5,5,1000,122,1,1,-0.00274964044999053,0.194509090538379,0.0606056932475733,0.0341471337165508
5,1,0.5,5,1000,124,1,1,0.158263577444621,0.44697578785278,0.116246442943907,0.0662541782298788
5,1,0.5,5,1000,126,1,1,0.0139951796431376,0.294359319612816,-0.0284434499177914,0.0634180007350723
5,1,0.5,5,1000,128,1,1,-0.0753067324939423,0.144558451941619,-0.134787778903231,0.0900556302614205
5,1,0.5,5,1000,130,1,1,-0.184481889189095,0.205776998871541,-0.155477283125062,0.0122760163288049
5,1,0.5,5,1000,132,1,1,-0.237926422671289,0.298499684687751,-0.160765810234101,0.150388279805719
5,1,0.5,5,1000,134,1,1,0.0641558151369756,0.182995688401271,0.13883267336457,0.0470602255061195
5,1,0.5,5,1000,136,1,1,0.0540369736008421,0.0932718152057766,0.0243971069486174,0.0151792627913119
5,1,0.5,5,1000,138,1,1,0.0213800701792473,0.327335376581891,0.144369560639952,0.0884341752581985
5,1,0.5,5,1000,140,1,1,-0.026290868283913,0.198243329177305,-0.0535377436358813,0.0745659815710859
5,1,0.5,5,1000,142,1,1,-0.0134875096516718,0.262138749379368,-0.0755725306351687,0.172397171919997
5,1,0.5,5,1000,144,1,1,-0.185152621758563,0.430758824079709,-0.288144598357294,0.104461127612414
5,1,0.5,5,1000,146,1,1,0.179901358965462,0.209390880410124,0.234390082390011,0.0675910095996108
5,1,0.5,5,1000,148,1,1,-0.0105571773655345,0.228513476089184,0.0860000310423449,0.0698858153800583
5,1,0.5,5,1000,150,1,1,-0.110091085566643,0.209670434086518,-0.0569572240911258,0.0666629002123068
5,1,0.5,5,1000,152,1,1,-0.0127854360238741,0.200970590383131,-0.0812212519436672,0.0313148620934957
5,1,0.5,5,1000,154,1,1,0.115608525960303,0.296234163245955,0.14863640122537,0.0453218770411252
5,1,0.5,5,1000,156,1,1,-0.0527087721935683,0.106420717243493,-0.063573875315587,0.0195358495257864
5,1,0.5,5,1000,158,1,1,-0.0371722585967797,0.410520382590881,0.0487928563975473,0.167687549936232
5,1,0.5,5,1000,160,1,1,-0.142496983372975,0.29996711648968,-0.102641865708282,0.0668149003616766
5,1,0.5,5,1000,162,1,1,-0.149653159201741,0.286610219588634,-0.159206904322274,0.0565323264078961
5,1,0.5,5,1000,164,1,1,0.0770883277031466,0.121451102619918,0.0756733985461901,0.0476225406644003
5,1,0.5,5,1000,166,1,1,0.189508671994926,0.187944597783428,0.202358894774711,0.0435902733878524
5,1,0.5,5,1000,168,1,1,0.274353421222737,0.233178325044969,0.0519613456797416,0.133051332225256
5,1,0.5,5,1000,170,1,1,0.176476644734602,0.380884831099665,0.207134588597989,0.038661546090468
5,1,0.5,5,1000,172,1,1,-0.136718874681571,0.496030153689558,-0.296720772883133,0.402734252519883
5,1,0.5,5,1000,174,1,1,0.0505672986852122,0.35740370234146,-0.424606663895518,0.449279734979492
5,1,0.5,5,1000,176,1,1,-0.0506660474627054,0.499181275566038,-0.0884222024277076,1.63572241253265
5,1,0.5,5,1000,178,1,1,-0.16073322458074,0.203025712372898,-0.550155836525362,0.305000823428757
5,1,0.5,5,1000,180,1,1,0.325565948890769,0.247864068823438,0.0191423834374067,0.154889784461735
5,1,0.5,5,1000,182,1,1,0.22873011397753,0.264998788570386,0.711093893095085,0.366819010374743
5,1,0.5,5,1000,184,1,1,0.0588987691860768,0.103372032846993,0.472008853189703,0.58470022495785
5,1,0.5,5,1000,186,1,1,0.158336996852806,0.202893714905248,0.493743296676794,0.148426001596579
5,1,0.5,5,1000,188,1,1,-0.00498017085473534,0.193594233943118,0.141409438921015,0.215879323682832
5,1,0.5,5,1000,190,1,1,-0.0383070808502888,0.347655139939255,0.123472430705613,0.372371228849196
5,1,0.5,5,1000,192,1,1,-0.352517883607963,0.279131871706013,0.156110862815275,0.810232655673892
5,1,0.5,5,1000,194,1,1,0.0139319002856701,0.385151796049534,0.532015691703181,0.442415563729144
5,1,0.5,5,1000,196,1,1,-0.0587536758858502,0.685574392850139,-0.190492726282271,1.57188756055513
5,1,0.5,5,1000,198,1,1,0.365783542892324,0.579311490084387,0.225741012479589,0.40270456206192
5,1,0.5,5,1000,200,1,1,0.0543720039953536,0.332308486265815,0.133767900731645,0.124808700662474
1,0.25,0.5,5,1000,2,1,1,0.00512936078141899,0.0253095286443019,0.00433288678956665,0.00525935291496879
1,0.25,0.5,5,1000,4,1,1,-0.023138123464861,0.0561957537201221,-0.0268045894817739,0.0104088143695158
1,0.25,0.5,5,1000,6,1,1,0.0526593716633319,0.0707561034310399,0.020970198041669,0.0108875623695336
1,0.25,0.5,5,1000,8,1,1,-0.0399857190360009,0.0514972972526272,-0.0551562748769951,0.00432325984199116
1,0.25,0.5,5,1000,10,1,1,0.0250332179387328,0.0558899702156666,0.00484265380974848,0.00450039083090573
1,0.25,0.5,5,1000,12,1,1,-0.00138827863701036,0.0555448089962772,0.00390851467289557,0.011147085512789
1,0.25,0.5,5,1000,14,1,1,0.00335128852093882,0.0648592528134607,0.0152145866603616,0.00452083693002621
1,0.25,0.5,5,1000,16,1,1,0.0307661914611777,0.0291902069306834,0.0367143644699522,0.00510337974990017
1,0.25,0.5,5,1000,18,1,1,-0.0564206645689338,0.0763061212881808,-0.0753454922524835,0.0105455552482631
1,0.25,0.5,5,1000,20,1,1,0.0682007495821751,0.0801176002622332,0.0385683536939653,0.00475701562028663
1,0.25,0.5,5,1000,22,1,1,0.0071533965206128,0.0815657286161719,0.0208559305902279,0.00451771130921261
1,0.25,0.5,5,1000,24,1,1,-0.0176347802285785,0.11029752437289,0.00482951261309152,0.0155134955113233
1,0.25,0.5,5,1000,26,1,1,0.0168970727267789,0.0822232288363519,0.0229600859494842,0.00576631868576114
1,0.25,0.5,5,1000,28,1,1,0.00767063644300516,0.0951846684167388,0.00681270522201809,0.00927634371085254
1,0.25,0.5,5,1000,30,1,1,0.0324389421425441,0.0628171404302209,-0.00538311561112174,0.0101443588542956
1,0.25,0.5,5,1000,32,1,1,-0.0187496073468391,0.0791319570707176,-0.048317127893447,0.0154081209829762
1,0.25,0.5,5,1000,34,1,1,0.019856869352017,0.0300776093638105,0.0125241218830952,0.00258453493200317
1,0.25,0.5,5,1000,36,1,1,0.0517451102276055,0.0629406908747719,0.046472201578892,0.00354664672160383
1,0.25,0.5,5,1000,38,1,1,0.0257781173826878,0.0412912669171751,0.0907960755936838,0.00864848287837545
1,0.25,0.5,5,1000,40,1,1,-0.00662929451915386,0.0493549459884256,-0.0498046436246572,0.0017101494415771
1,0.25,0.5,5,1000,42,1,1,0.0563569875373934,0.0606372927059883,-0.0189411918477735,0.00194994466224588
1,0.25,0.5,5,1000,44,1,1,0.029934758928158,0.0433626410560309,0.0238847429688884,0.00111254243396785
1,0.25,0.5,5,1000,46,1,1,0.054590360569782,0.0936269263857233,0.0438420020930457,0.0049989154607903
1,0.25,0.5,5,1000,48,1,1,-0.053334676409039,0.0655879844568238,-0.0530518592776318,0.0035643644476591
1,0.25,0.5,5,1000,50,1,1,0.0173249785858559,0.0644242671640988,0.0444841947817445,0.0109279785154409
1,0.25,0.5,5,1000,52,1,1,0.0594019893176088,0.0680467441963052,-0.00953450439505475,0.00393852446825866
1,0.25,0.5,5,1000,54,1,1,-0.01937353955375,0.0555515207574512,0.0307987068534555,0.00656890039192898
1,0.25,0.5,5,1000,56,1,1,-0.0460371004182184,0.0610455964382877,-0.0862376091655947,0.00571665974565686
1,0.25,0.5,5,1000,58,1,1,-0.00252251344126664,0.116878626934381,-0.0248398357715212,0.00871003413334823
1,0.25,0.5,5,1000,60,1,1,-0.0371486372236677,0.0833829020271273,0.0213919692441325,0.0140523072307397
1,0.25,0.5,5,1000,62,1,1,0.0325035530930584,0.107678142203294,0.0677281738719176,0.0115276908625836
1,0.25,0.5,5,1000,64,1,1,0.0424469554300352,0.0306409423430431,0.0373068825331179,0.00405953496338364
1,0.25,0.5,5,1000,66,1,1,-0.0924225009499042,0.0485115518556449,-0.103664609319589,0.00193956461402293
1,0.25,0.5,5,1000,68,1,1,0.0237822979919299,0.0835687968229651,0.0664941346259721,0.0106094911072452
1,0.25,0.5,5,1000,70,1,1,-0.0122345630840498,0.084546197136001,-0.0427195532514133,0.00510981047617538
1,0.25,0.5,5,1000,72,1,1,-0.0148320355140313,0.058448562785501,-0.0364187012337157,0.0117832000821962
1,0.25,0.5,5,1000,74,1,1,-0.0108072658134544,0.123927598845482,-0.0166493591903234,0.013219178585542
1,0.25,0.5,5,1000,76,1,1,0.101260029659033,0.0829459430706175,0.0330450550939424,0.00732444978161367
1,0.25,0.5,5,1000,78,1,1,0.0787474289670987,0.0820902853287927,0.017271478982641,0.0129347731969633
1,0.25,0.5,5,1000,80,1,1,-0.0473647063871389,0.0875126964584607,-0.0606801277529856,0.015890023282227
1,0.25,0.5,5,1000,82,1,1,-0.018893108428464,0.0137618938684998,0.0225582332762337,0.0098106209625884
1,0.25,0.5,5,1000,84,1,1,0.0424168600504693,0.131268366814271,-0.000683737001296869,0.0154088253393986
1,0.25,0.5,5,1000,86,1,1,0.0881735605358707,0.0499399577565069,0.0727621781329547,0.00583756668140993
1,0.25,0.5,5,1000,88,1,1,-0.0572360469256188,0.105910346789546,-0.00334765356883091,0.0142012169190146
1,0.25,0.5,5,1000,90,1,1,-0.00420664487623116,0.184864964462476,-0.0367465424068005,0.014847244956811
1,0.25,0.5,5,1000,92,1,1,0.0341397808285294,0.150412621099999,0.0458589307829319,0.0275489721634812
1,0.25,0.5,5,1000,94,1,1,-0.0462586826932868,0.0904048029121707,-0.0835138840562735,0.0283015632349163
1,0.25,0.5,5,1000,96,1,1,-0.0193183728855487,0.140011272442226,0.0211116117661672,0.0157237521281073
1,0.25,0.5,5,1000,98,1,1,0.0492457621012429,0.078178520561137,0.00784307782700409,0.0135776705932716
1,0.25,0.5,5,1000,100,1,1,-0.014503841447076,0.0987453806817404,0.00794258197211199,0.0080660292361022
1,0.25,0.5,5,1000,102,1,1,-0.0438187947966999,0.0928136828987976,-0.0776839850177719,0.00487826057285595
1,0.25,0.5,5,1000,104,1,1,-0.00549617914952509,0.0445992483785419,-0.0341608391789417,0.00787710547879169
1,0.25,0.5,5,1000,106,1,1,0.0339038471378317,0.130711404513004,0.0180648403607311,0.0326516504883024
1,0.25,0.5,5,1000,108,1,1,0.0376283836648173,0.0850273384825775,0.0397043631417987,0.0032476083533879
1,0.25,0.5,5,1000,110,1,1,-0.0535235872379997,0.0893223949715786,-0.0464678643629495,0.007361940931473
1,0.25,0.5,5,1000,112,1,1,0.0724657930016112,0.144823263131245,0.0354111401217973,0.0324482954964574
1,0.25,0.5,5,1000,114,1,1,0.0188699073744135,0.0452138170424041,0.0110500020251538,0.000603718749118138
1,0.25,0.5,5,1000,116,1,1,0.00796439711172263,0.0990388156184201,-0.0491697004020499,0.00218556521348837
1,0.25,0.5,5,1000,118,1,1,0.0692344682428115,0.102562425688743,0.121725498398309,0.0186553171219673
1,0.25,0.5,5,1000,120,1,1,-0.0115231581957642,0.17304797134744,-0.030000064273944,0.027704072046629
1,0.25,0.5,5,1000,122,1,1,0.0559884085336265,0.106783559801251,-0.037140031018397,0.0150969246215971
1,0.25,0.5,5,1000,124,1,1,-0.0355918906440066,0.0592356920320308,-0.0309630558420481,0.00262823871850584
1,0.25,0.5,5,1000,126,1,1,-0.0912197569508455,0.0851623180723667,-0.127702696613532,0.00305700411499778
1,0.25,0.5,5,1000,128,1,1,0.0781597212823368,0.107026053761781,-0.00745232458286924,0.0181547597380353
1,0.25,0.5,5,1000,130,1,1,-0.0438685184262596,0.139467324034702,0.00254639709279094,0.00994616547112414
1,0.25,0.5,5,1000,132,1,1,-0.00559302423292556,0.0961511539144022,0.0174846545845493,0.0106516936209588
1,0.25,0.5,5,1000,134,1,1,-0.0153665045854964,0.0933372612813593,-0.000491979801412246,0.0135715399443219
1,0.25,0.5,5,1000,136,1,1,0.0385325197537526,0.104286608786536,0.111052401146729,0.0137111970477791
1,0.25,0.5,5,1000,138,1,1,-0.0413132745391274,0.124488740725489,-0.0177017579710329,0.0164076528661209
1,0.25,0.5,5,1000,140,1,1,0.0614935276842842,0.201692598691794,0.0220865992953376,0.0273403520418136
1,0.25,0.5,5,1000,142,1,1,-0.0240922979591554,0.0753587269794514,-0.0137639318119184,0.00543025381669098
1,0.25,0.5,5,1000,144,1,1,-0.0472205282700773,0.0829762368245528,-0.0900014506564366,0.00681641513637558
1,0.25,0.5,5,1000,146,1,1,-0.0905635718190844,0.158155076062402,-0.0894731177636441,0.0234186344427762
1,0.25,0.5,5,1000,148,1,1,-0.055862709295545,0.198987321342765,-0.019137573973387,0.0424271705684853
1,0.25,0.5,5,1000,150,1,1,-0.00758840647797771,0.0695776525064402,0.0193484600450028,0.00966364513412315
1,0.25,0.5,5,1000,152,1,1,-0.0429286092469812,0.109706360862838,-0.108265784602433,0.0382085995508675
1,0.25,0.5,5,1000,154,1,1,-0.152861893941332,0.113877422407221,-0.154076344683774,0.0140245695093957
1,0.25,0.5,5,1000,156,1,1,0.0886710774858384,0.086333163356579,0.0676630129825162,0.0118704135061445
1,0.25,0.5,5,1000,158,1,1,0.0652703873299632,0.0549274056118767,0.0447167429742498,0.00544769244434955
1,0.25,0.5,5,1000,160,1,1,0.0831476145453587,0.0638144481066288,0.0425597473028056,0.00493505217601638
1,0.25,0.5,5,1000,162,1,1,0.0848060380351325,0.0472232987878685,0.0549337970929942,0.0131919416746162
1,0.25,0.5,5,1000,164,1,1,0.0164966245554768,0.0920036422893357,0.0121561276566782,0.0169460593764036
1,0.25,0.5,5,1000,166,1,1,-0.0137032134762688,0.0899689568109307,0.0138273761095979,0.00621700623010667
1,0.25,0.5,5,1000,168,1,1,0.0636740819785679,0.238140559017263,0.163521010581183,0.0638650603003997
1,0.25,0.5,5,1000,170,1,1,-0.0357043663724091,0.12446257041941,-0.0387595414783496,0.0297386122025566
1,0.25,0.5,5,1000,172,1,1,0.0995787949947751,0.195254762668364,0.129393099490252,0.103131744547208
1,0.25,0.5,5,1000,174,1,1,0.064526850751996,0.12898088845766,0.0344820586107754,0.0232341105074012
1,0.25,0.5,5,1000,176,1,1,-0.0181292389520454,0.099254648670754,0.0991657161030167,0.0448676469845003
1,0.25,0.5,5,1000,178,1,1,0.0752549882556974,0.203230358269105,0.036826535513994,0.0495663232843641
1,0.25,0.5,5,1000,180,1,1,-0.0367778932706,0.298054417803689,-0.0357724220073326,0.112749576351762
1,0.25,0.5,5,1000,182,1,1,0.0457797652530745,0.0570516716672074,-0.0417734638911225,0.0134584564244417
1,0.25,0.5,5,1000,184,1,1,-0.0284085051524445,0.192482072141344,-0.0748622293612961,0.046598841229462
1,0.25,0.5,5,1000,186,1,1,-0.0532929406900634,0.17562758981929,0.0214695184463426,0.0683836002314789
1,0.25,0.5,5,1000,188,1,1,0.0642917838683272,0.22286221790603,0.0189323435484102,0.0665806538238292
1,0.25,0.5,5,1000,190,1,1,0.0192069387288867,0.0599533358127183,0.116816079457485,0.0175551501951811
1,0.25,0.5,5,1000,192,1,1,-0.055301000953416,0.130547363696908,0.011142764283086,0.0184562049152403
1,0.25,0.5,5,1000,194,1,1,-0.115097975653443,0.140020236580717,-0.0173179972708281,0.0210289895091468
1,0.25,0.5,5,1000,196,1,1,-0.031459402414271,0.150910717789119,-0.08489006170424,0.0177523533268725
1,0.25,0.5,5,1000,198,1,1,0.00182373782719471,0.0845622647690307,-0.025819483587503,0.0114563501565974
1,0.25,0.5,5,1000,200,1,1,0.043995658225262,0.0886497830151261,0.030735538652331,0.0275986649744861
1,5,0.5,5,1000,2,1,1,-0.02727319258956,0.205898367969541,-0.0287726186922547,0.010487691771424
1,5,0.5,5,1000,4,1,1,-0.0458397597853666,0.168677493589685,-0.000794628495141406,0.0104203511656388
1,5,0.5,5,1000,6,1,1,0.0482260492086438,0.178793660919955,-0.020148770963981,0.0106550585762665
1,5,0.5,5,1000,8,1,1,0.00957586898467246,0.124873098720181,0.0123447622336372,0.0102190844652315
1,5,0.5,5,1000,10,1,1,0.0610186875996597,0.0787023389941803,-0.00137104200228144,0.00125121293905415
1,5,0.5,5,1000,12,1,1,0.0101598318056128,0.241043517846962,0.006353779996055,0.00709399174015097
1,5,0.5,5,1000,14,1,1,0.136586969380822,0.130678367374924,-0.0833724686362403,0.00316365887429243
1,5,0.5,5,1000,16,1,1,0.0472752738447157,0.166063496364991,-0.0667732446362082,0.0046252287614366
1,5,0.5,5,1000,18,1,1,0.10086460628357,0.150299208805616,0.0394131848084405,0.0151683510770695
1,5,0.5,5,1000,20,1,1,-0.0775701241057495,0.143802922611356,0.0232004231148587,0.0195555200932318
1,5,0.5,5,1000,22,1,1,0.0251769375700661,0.154296386859035,-0.0048874346136044,0.018983015219195
1,5,0.5,5,1000,24,1,1,0.0476965643163627,0.186655899475332,0.0350116810981092,0.018306797356814
1,5,0.5,5,1000,26,1,1,0.0432484212533371,0.172868574569536,0.00201665226638364,0.00515102630882068
1,5,0.5,5,1000,28,1,1,-0.106723436645257,0.146314512610368,-0.0228537266001325,0.0116055252501321
1,5,0.5,5,1000,30,1,1,0.0868023482416306,0.124314887582611,-0.0117594650953791,0.00238905968118664
1,5,0.5,5,1000,32,1,1,0.0153482765802446,0.087546983002139,0.0414948780585104,0.0018800634060418
1,5,0.5,5,1000,34,1,1,0.0590132229219985,0.136169191102614,0.0230565273668839,0.0100993701644928
1,5,0.5,5,1000,36,1,1,-0.112403052667731,0.16047173369635,0.0691799710348357,0.0012734687478244
1,5,0.5,5,1000,38,1,1,0.0870128977867841,0.15004025863064,-0.0208190077264197,0.00685257342158786
1,5,0.5,5,1000,40,1,1,0.0654321600612098,0.0356326909580579,0.0531089051123626,0.0103425037696047
1,5,0.5,5,1000,42,1,1,-0.0224168671346261,0.202912911572317,0.0973347811822857,0.0194435671803325
1,5,0.5,5,1000,44,1,1,-0.107593221135026,0.214376580580223,-0.0280170768130624,0.00697673315342497
1,5,0.5,5,1000,46,1,1,0.0923582232642128,0.0808759549208935,0.0546748392929467,0.00596030991566499
1,5,0.5,5,1000,48,1,1,0.0585733989779803,0.145922163356014,-0.0142333321929193,0.00740188112801984
1,5,0.5,5,1000,50,1,1,-0.0320451965076533,0.188683784921477,0.0337045572498468,0.00220045698111663
1,5,0.5,5,1000,52,1,1,-0.167335528933445,0.14964902205433,-0.00251898443747316,0.00804501123452304
1,5,0.5,5,1000,54,1,1,0.0801382657242217,0.260589746896593,0.0520843829899926,0.0148451059174054
1,5,0.5,5,1000,56,1,1,0.020692692355753,0.16498367822863,0.00324337863970139,0.000911917705067713
1,5,0.5,5,1000,58,1,1,0.0493516805754103,0.184333899890576,0.0237046593214127,0.0103956330833705
1,5,0.5,5,1000,60,1,1,0.049461250532352,0.18322947477008,0.0295376660427373,0.0101724230538095
1,5,0.5,5,1000,62,1,1,0.137720763748714,0.168205008838623,-0.0143077800761427,0.00655263534006025
1,5,0.5,5,1000,64,1,1,0.091794829562515,0.171941030040081,0.00855735396491493,0.0220989329213267
1,5,0.5,5,1000,66,1,1,0.00302290383016743,0.196722798191293,0.0316241394855109,0.00427008335022579
1,5,0.5,5,1000,68,1,1,-0.0294054398500507,0.12019232731151,-0.0466569227185275,0.0035898768798289
1,5,0.5,5,1000,70,1,1,-0.0258053237997233,0.143265154008791,-0.0705810302727656,0.00216194386352463
1,5,0.5,5,1000,72,1,1,-0.0716772530453861,0.0826252016227369,-0.0332955702066607,0.00619249571988519
1,5,0.5,5,1000,74,1,1,-0.0323147575631098,0.256291164229992,0.0374790891474173,0.00734774341498731
1,5,0.5,5,1000,76,1,1,0.0481989441847589,0.102270718041213,-0.0770966906608117,0.0111662526109632
1,5,0.5,5,1000,78,1,1,-0.105591090329625,0.203305970676261,-0.0248705651604545,0.00908837479431237
1,5,0.5,5,1000,80,1,1,-0.108449525981775,0.232576316568618,0.00299538434849394,0.00720681168299569
1,5,0.5,5,1000,82,1,1,-0.0539578234808925,0.144116977364227,0.0374656880223869,0.00973384757351365
1,5,0.5,5,1000,84,1,1,-0.0208179231352027,0.131259543152868,0.0526194992099232,0.0128120109405424
1,5,0.5,5,1000,86,1,1,-0.0241375845521348,0.196868059931804,-0.026279306858529,0.00330980534971057
1,5,0.5,5,1000,88,1,1,-0.0398142881581955,0.0923026522981501,-0.0531636562428824,0.0130999752464737
1,5,0.5,5,1000,90,1,1,0.169881673817096,0.182608143901326,0.0702118520107294,0.00973723385735591
1,5,0.5,5,1000,92,1,1,-0.0615605867366973,0.180049400700011,0.058947242775458,0.00205410487221029
1,5,0.5,5,1000,94,1,1,0.00492355710419621,0.221654661100897,0.0138792009294467,0.025131644479383
